Flight,Time,Length,Airline,AirportFrom,AirportTo,DayOfWeek
1605.0,1210.0,80.0,WN,BUR,PHX,5
1062.0,1265.0,75.0,WN,STL,OMA,4
1205.0,500.0,240.0,AA,PHL,DFW,1
9.0,1030.0,355.0,HA,LAX,HNL,1
2615.0,1022.0,72.0,XE,CRP,IAH,1
4033.0,1300.0,129.0,9E,LGA,TYS,3
250.0,464.0,290.0,UA,PDX,IAD,3
1131.0,425.0,100.0,WN,ABQ,LAS,2
4748.0,1094.0,106.0,OO,OAK,SLC,5
1001.0,360.0,71.0,B6,BOS,JFK,1
21.0,1145.0,168.0,UA,DEN,OAK,3
2460.0,605.0,120.0,DL,MIA,ATL,3
189.0,491.0,269.0,UA,ORD,SAN,7
3264.0,495.0,65.0,MQ,DFW,XNA,5
5612.0,590.0,89.0,EV,ATL,OAJ,3
6828.0,386.0,69.0,OO,RNO,SFO,4
720.0,902.0,153.0,UA,SFO,DEN,5
2718.0,360.0,145.0,YV,MRY,PHX,5
3219.0,520.0,65.0,MQ,DFW,HOU,3
1874.0,575.0,200.0,AA,DFW,EWR,6
4178.0,925.0,85.0,9E,DTW,ATW,4
50.0,1185.0,165.0,B6,FLL,JFK,1
1840.0,1090.0,89.0,US,CLT,PIT,4
1223.0,720.0,65.0,WN,BOI,RNO,6
3982.0,420.0,95.0,9E,EVV,DTW,5
1949.0,360.0,91.0,DL,RDU,ATL,5
4412.0,775.0,120.0,MQ,LGA,DTW,3
2349.0,1130.0,155.0,AA,ORD,DFW,5
6252.0,861.0,198.0,OO,SFO,SAT,1
1256.0,1040.0,70.0,WN,SLC,BOI,2
2459.0,445.0,109.0,DL,ATL,STL,3
484.0,780.0,171.0,CO,FLL,CLE,7
796.0,362.0,69.0,UA,RDU,IAD,7
3915.0,375.0,50.0,WN,AUS,HOU,5
3403.0,1155.0,105.0,WN,STL,DAL,1
945.0,785.0,305.0,WN,RDU,PHX,4
2714.0,500.0,198.0,DL,SEA,MSP,3
2220.0,615.0,87.0,DL,ORD,DTW,4
606.0,490.0,80.0,WN,RDU,PHL,5
2633.0,1225.0,72.0,YV,CLT,SAV,1
3764.0,730.0,120.0,MQ,ORD,PHL,2
728.0,755.0,200.0,AA,DFW,LGA,3
2817.0,1300.0,64.0,YV,LAS,PHX,2
692.0,1050.0,125.0,UA,ORD,LGA,3
887.0,545.0,240.0,FL,MKE,PHX,3
2410.0,370.0,185.0,AA,LAX,DFW,2
2911.0,725.0,66.0,YV,PHX,PSP,1
1270.0,400.0,144.0,FL,DAY,MCO,6
4372.0,830.0,122.0,9E,MSP,DAY,3
2753.0,470.0,190.0,DL,LGA,TPA,5
1818.0,1175.0,70.0,WN,MDW,STL,6
724.0,1095.0,135.0,WN,HOU,ABQ,6
1628.0,590.0,65.0,WN,BNA,STL,1
1452.0,504.0,183.0,DL,ABQ,ATL,5
843.0,865.0,201.0,B6,BOS,FLL,5
2015.0,445.0,240.0,WN,SAN,MDW,3
732.0,786.0,147.0,UA,ORD,JAX,1
1495.0,580.0,221.0,CO,IAH,LAX,3
7212.0,870.0,78.0,YV,ROC,IAD,6
185.0,395.0,100.0,WN,IND,BWI,3
182.0,800.0,325.0,DL,SEA,JFK,3
739.0,515.0,248.0,UA,MCO,DEN,7
454.0,575.0,90.0,WN,ECP,BNA,1
6298.0,805.0,67.0,OO,RNO,SFO,1
7335.0,871.0,81.0,EV,GNV,ATL,3
3033.0,630.0,40.0,MQ,LAX,SBA,4
1950.0,1230.0,130.0,WN,MDW,PVD,7
4223.0,1055.0,58.0,9E,DTW,FWA,4
803.0,1115.0,84.0,FL,BWI,BOS,1
4194.0,605.0,90.0,9E,MSP,BMI,3
169.0,676.0,133.0,UA,DEN,PSP,6
1383.0,730.0,145.0,AA,DFW,TUS,7
1103.0,590.0,65.0,AA,ORD,STL,1
2956.0,395.0,324.0,DL,SAN,JFK,1
48.0,1160.0,60.0,WN,DAL,LIT,5
4953.0,1025.0,101.0,EV,ATL,BTR,2
5254.0,761.0,86.0,EV,SAV,ATL,4
5160.0,727.0,76.0,EV,ATL,GSO,4
1104.0,720.0,154.0,CO,EWR,ORD,3
563.0,704.0,101.0,FL,BMI,ATL,2
6908.0,643.0,60.0,OO,ORD,DAY,1
78.0,1439.0,313.0,UA,HNL,SFO,4
6226.0,762.0,43.0,OO,SFO,SMF,3
1104.0,535.0,50.0,WN,BHM,BNA,4
7094.0,1324.0,92.0,EV,IAD,PWM,3
5284.0,680.0,60.0,EV,HSV,ATL,4
2036.0,870.0,85.0,US,DCA,BOS,6
3668.0,805.0,70.0,WN,PHX,ONT,2
1538.0,1160.0,55.0,AA,DFW,AUS,4
5132.0,490.0,55.0,EV,ATL,AGS,4
588.0,1014.0,176.0,UA,DFW,IAD,5
510.0,530.0,197.0,CO,IAH,EWR,6
6361.0,680.0,86.0,OH,CVG,RIC,2
1386.0,740.0,250.0,AA,SEA,ORD,5
1071.0,810.0,150.0,WN,DEN,SNA,1
4078.0,450.0,93.0,9E,ATL,CLT,4
5601.0,1020.0,55.0,EV,ATL,DHN,6
3673.0,615.0,80.0,9E,GRB,DTW,3
400.0,390.0,349.0,US,JFK,PHX,2
4403.0,895.0,110.0,MQ,JFK,RDU,2
2828.0,1140.0,62.0,XE,DAL,IAH,2
5043.0,769.0,156.0,EV,HPN,ATL,2
255.0,941.0,114.0,FL,ATL,FNT,3
6645.0,830.0,81.0,OH,DTW,LEX,6
1489.0,1030.0,105.0,WN,TPA,MSY,1
1741.0,490.0,247.0,DL,CVG,SLC,5
755.0,1165.0,123.0,CO,IAH,ATL,4
2760.0,560.0,80.0,WN,LAS,RNO,5
1435.0,583.0,115.0,DL,ORF,ATL,4
262.0,1390.0,289.0,UA,SEA,IAD,7
1237.0,420.0,75.0,WN,MDW,CLE,4
1711.0,330.0,210.0,AA,BOS,MIA,1
2855.0,745.0,119.0,XE,HSV,IAH,3
367.0,958.0,159.0,FL,LGA,ATL,5
2118.0,630.0,92.0,DL,MCO,ATL,7
5975.0,402.0,72.0,XE,ORD,DSM,4
1285.0,890.0,195.0,AA,DFW,SNA,1
1923.0,990.0,95.0,WN,ABQ,SLC,5
419.0,385.0,270.0,AA,BOS,DFW,6
362.0,678.0,162.0,B6,PBI,LGA,3
2749.0,545.0,135.0,MQ,DFW,DAY,5
4525.0,735.0,85.0,OO,MCI,MSP,3
5427.0,1095.0,72.0,EV,ATL,GNV,7
1022.0,745.0,90.0,WN,BOS,BWI,3
5241.0,1150.0,53.0,EV,ATL,CHA,5
6266.0,987.0,186.0,OH,PHL,MEM,7
3016.0,1245.0,103.0,XE,IAH,VPS,7
1428.0,1425.0,289.0,DL,LAS,JFK,4
7082.0,607.0,128.0,EV,CAE,ORD,4
2745.0,540.0,332.0,DL,DTW,SFO,5
5385.0,395.0,119.0,EV,CLT,MEM,2
3085.0,620.0,68.0,XE,PVD,EWR,5
767.0,635.0,65.0,WN,STL,LIT,4
452.0,400.0,70.0,WN,MAF,DAL,2
956.0,980.0,109.0,UA,ORD,BWI,1
2196.0,920.0,165.0,DL,MSP,LGA,5
1328.0,1235.0,80.0,WN,ONT,SMF,3
3708.0,986.0,75.0,9E,ATL,SAV,6
6559.0,662.0,137.0,OO,SMF,DEN,4
1096.0,380.0,250.0,AA,SAN,ORD,1
2335.0,735.0,119.0,XE,CLE,MCI,1
2642.0,864.0,101.0,YV,MEM,CLT,5
526.0,975.0,171.0,CO,IAH,BWI,7
122.0,1255.0,80.0,WN,LAS,SJC,7
1965.0,535.0,111.0,DL,MEM,TPA,7
2057.0,495.0,270.0,AA,ORD,SJU,3
654.0,465.0,274.0,US,CMH,PHX,7
1287.0,990.0,322.0,DL,ATL,PDX,1
841.0,1260.0,86.0,FL,ATL,MCO,4
5281.0,1220.0,98.0,EV,ATL,CAK,1
5018.0,520.0,115.0,EV,ATL,BMI,1
1347.0,1005.0,80.0,WN,PHX,LAX,4
1794.0,770.0,60.0,AA,DFW,AUS,7
1252.0,1185.0,165.0,WN,DEN,SMF,7
5581.0,360.0,131.0,EV,GRK,ATL,1
233.0,1025.0,170.0,AS,SAN,SEA,4
15.0,1095.0,376.0,AS,BOS,SEA,5
1788.0,450.0,110.0,WN,TUL,DEN,5
6757.0,1075.0,101.0,OH,DCA,BOS,3
1150.0,480.0,328.0,DL,HNL,LAX,7
1704.0,1055.0,143.0,US,DFW,CLT,4
2629.0,1065.0,96.0,YV,CLT,CLE,2
549.0,1095.0,300.0,WN,BOS,DEN,3
1509.0,535.0,85.0,WN,SFO,SNA,2
1293.0,790.0,75.0,DL,PNS,ATL,2
969.0,840.0,90.0,WN,BOS,BWI,4
3729.0,1185.0,145.0,MQ,PHL,ORD,3
7278.0,491.0,141.0,YV,MCI,IAD,6
684.0,380.0,126.0,FL,ICT,ATL,5
3635.0,680.0,125.0,MQ,MIA,CLT,7
1510.0,1060.0,119.0,DL,DTW,BOS,6
5244.0,465.0,81.0,EV,MOB,ATL,3
3884.0,825.0,64.0,9E,DTW,CLE,6
3703.0,1060.0,125.0,MQ,ORD,ATL,2
5007.0,655.0,112.0,EV,ATL,SHV,7
6820.0,537.0,56.0,OO,DEN,MTJ,6
2767.0,864.0,62.0,YV,RDU,CLT,6
1199.0,800.0,90.0,WN,MDW,OMA,4
38.0,1020.0,65.0,WN,DAL,LBB,3
2613.0,390.0,64.0,DL,TYS,ATL,5
820.0,780.0,85.0,WN,MDW,BUF,5
2006.0,360.0,92.0,XE,GSO,EWR,3
4081.0,565.0,130.0,9E,JFK,RDU,1
3022.0,1175.0,76.0,XE,IAH,GPT,4
2255.0,1085.0,204.0,DL,LGA,RSW,5
4338.0,940.0,80.0,MQ,ORD,DTW,3
1059.0,575.0,140.0,DL,ATL,ALB,4
7216.0,601.0,94.0,YV,ALB,IAD,2
614.0,965.0,180.0,AA,MIA,LGA,2
48.0,1160.0,60.0,WN,DAL,LIT,7
551.0,690.0,148.0,US,PDX,PHX,3
372.0,960.0,150.0,WN,STL,DEN,1
1891.0,860.0,154.0,CO,HDN,IAH,7
2718.0,360.0,145.0,YV,MRY,PHX,4
1235.0,365.0,125.0,B6,BOS,RDU,6
731.0,1320.0,215.0,AS,SEA,ANC,7
860.0,1055.0,70.0,WN,PHX,SNA,2
485.0,1024.0,274.0,UA,MIA,DEN,3
7306.0,1185.0,145.0,YV,PHL,ORD,1
732.0,815.0,205.0,AA,DFW,LGA,3
1029.0,1090.0,40.0,YV,KOA,HNL,2
6835.0,1195.0,147.0,OO,DEN,BHM,7
2125.0,370.0,70.0,WN,STL,MCI,2
3067.0,605.0,65.0,MQ,LAX,MRY,2
4150.0,755.0,105.0,MQ,TYS,ORD,5
819.0,585.0,159.0,UA,ORD,DFW,4
457.0,475.0,120.0,WN,BWI,BNA,5
2243.0,745.0,190.0,AA,PIT,DFW,3
102.0,1175.0,143.0,UA,ORD,JAX,7
732.0,865.0,160.0,WN,TPA,BUF,5
630.0,942.0,119.0,F9,DEN,MSN,2
6305.0,970.0,132.0,OH,LGA,CMH,4
491.0,560.0,140.0,FL,BWI,MCO,5
2691.0,1340.0,89.0,YV,CLT,SDF,3
143.0,1330.0,237.0,AS,PDX,ANC,6
428.0,960.0,150.0,AA,DFW,RDU,4
6256.0,942.0,63.0,OO,FWA,ORD,4
5274.0,895.0,98.0,EV,DCA,BOS,3
1700.0,620.0,140.0,AA,IAH,MIA,6
6644.0,1160.0,108.0,OH,MEM,OMA,3
5427.0,1152.0,77.0,EV,ATL,GNV,4
6388.0,653.0,96.0,OO,ORD,FSD,7
3994.0,760.0,56.0,9E,LSE,MSP,3
2987.0,1060.0,303.0,DL,MCO,SLC,4
1292.0,1150.0,98.0,US,TPA,CLT,3
610.0,610.0,226.0,US,PHX,ATL,4
7271.0,510.0,58.0,YV,IAD,PIT,1
1304.0,1150.0,120.0,AA,DFW,ATL,5
586.0,1245.0,167.0,B6,FLL,HPN,1
1456.0,815.0,95.0,WN,ELP,DAL,5
4527.0,990.0,65.0,MQ,DCA,RDU,1
3826.0,495.0,67.0,9E,AZO,DTW,1
20.0,520.0,235.0,AS,SEA,ORD,4
438.0,542.0,279.0,US,LAS,PHL,3
4018.0,1030.0,70.0,9E,CAK,DTW,4
858.0,623.0,95.0,UA,SFO,LAX,6
86.0,525.0,172.0,US,PHX,PDX,5
2495.0,748.0,103.0,DL,ATL,STL,3
685.0,828.0,171.0,DL,RSW,DTW,5
4771.0,450.0,205.0,OO,ORD,SLC,2
1661.0,567.0,123.0,DL,ATL,PBI,6
1758.0,796.0,164.0,B6,SJU,FLL,1
59.0,1260.0,60.0,WN,DAL,HOU,1
6916.0,1045.0,74.0,OO,ABQ,DEN,4
3985.0,505.0,70.0,MQ,ORD,RST,4
1229.0,935.0,139.0,FL,SRQ,IND,1
1069.0,1230.0,261.0,B6,JFK,AUS,6
111.0,1050.0,100.0,CO,EWR,CLE,3
342.0,688.0,142.0,UA,SAN,DEN,3
430.0,1030.0,70.0,WN,BHM,MSY,4
1898.0,720.0,100.0,AA,ELP,DFW,1
4655.0,1140.0,42.0,OO,MSP,RST,4
37.0,829.0,335.0,UA,SFO,OGG,7
361.0,480.0,276.0,UA,LGA,DEN,1
6966.0,886.0,79.0,OO,SFO,PSP,4
3130.0,410.0,63.0,XE,DCA,EWR,5
3905.0,765.0,67.0,9E,GSP,ATL,1
3850.0,445.0,68.0,9E,DTW,PIT,4
2570.0,1160.0,61.0,XE,IAH,BTR,6
3945.0,582.0,55.0,9E,LSE,MSP,2
3393.0,390.0,140.0,MQ,DFW,MKE,3
5425.0,735.0,98.0,EV,CRW,ATL,7
6890.0,658.0,131.0,OO,BOI,LAX,7
1168.0,795.0,83.0,US,CLT,PIT,3
4624.0,385.0,102.0,OO,FAT,SLC,4
1840.0,1095.0,89.0,US,CLT,PIT,7
549.0,420.0,160.0,WN,PHL,MCO,4
2752.0,1275.0,114.0,XE,IAH,MCI,7
3372.0,360.0,90.0,MQ,BTR,DFW,3
409.0,630.0,214.0,CO,IAH,SAN,1
1581.0,680.0,75.0,WN,LAX,OAK,3
1770.0,495.0,75.0,WN,LAX,OAK,4
6958.0,800.0,68.0,OO,CWA,ORD,7
1774.0,1155.0,124.0,US,MIA,CLT,5
1291.0,990.0,107.0,US,CLT,TPA,3
6431.0,857.0,164.0,OO,LAX,SAT,6
2797.0,465.0,255.0,WN,MDW,LAS,3
1412.0,640.0,176.0,FL,RSW,FNT,1
817.0,485.0,65.0,WN,BUR,SJC,5
3494.0,485.0,105.0,WN,LAX,SLC,3
2850.0,1035.0,72.0,DL,MSP,MKE,4
374.0,913.0,32.0,HA,LIH,HNL,5
818.0,1330.0,93.0,UA,IAD,BOS,5
704.0,435.0,195.0,AA,DFW,LGA,3
1967.0,445.0,109.0,US,STL,CLT,7
6626.0,1195.0,118.0,OH,DTW,GSO,4
1404.0,370.0,119.0,DL,LAX,SLC,5
1423.0,525.0,86.0,DL,DTW,MKE,5
1525.0,850.0,70.0,WN,BUR,OAK,2
276.0,1340.0,280.0,AA,LAX,MIA,3
4268.0,870.0,85.0,9E,MEM,PNS,5
537.0,594.0,76.0,FL,MEM,ATL,6
28.0,365.0,110.0,WN,BOS,BWI,3
1878.0,360.0,205.0,AA,SMF,DFW,5
686.0,940.0,84.0,B6,DCA,BOS,7
2606.0,445.0,93.0,XE,IAH,MEM,1
698.0,1380.0,57.0,AS,SEA,GEG,3
1435.0,583.0,115.0,DL,ORF,ATL,3
953.0,602.0,145.0,FL,FLL,BWI,5
1676.0,970.0,184.0,CO,IAH,PHL,7
822.0,1145.0,295.0,WN,MDW,OAK,2
2408.0,480.0,209.0,DL,TPA,MSP,4
1492.0,730.0,210.0,AA,SFO,DFW,6
1976.0,1175.0,120.0,AA,DFW,IND,2
649.0,365.0,90.0,FL,GRR,BWI,7
1434.0,750.0,170.0,WN,BOS,MDW,4
209.0,785.0,368.0,B6,JFK,LGB,4
2353.0,1020.0,170.0,AA,EWR,ORD,3
1892.0,698.0,166.0,DL,TPA,DTW,6
4702.0,756.0,105.0,OO,LGB,SLC,4
1999.0,520.0,119.0,DL,MEM,MCO,3
2633.0,1225.0,72.0,YV,CLT,SAV,1
3090.0,705.0,55.0,XE,AUS,IAH,3
290.0,430.0,163.0,B6,LGB,SEA,2
1228.0,1115.0,70.0,WN,JAX,FLL,2
5895.0,536.0,104.0,XE,BNA,IAD,5
310.0,575.0,248.0,US,LAS,CLT,7
1409.0,1145.0,70.0,WN,SMF,BUR,4
2097.0,500.0,100.0,WN,PDX,OAK,4
591.0,1200.0,90.0,WN,LAS,OAK,7
2140.0,1140.0,73.0,US,LGA,BOS,7
1010.0,670.0,78.0,DL,ATL,CLT,3
104.0,652.0,118.0,FL,DFW,ATL,5
186.0,830.0,145.0,WN,DEN,BNA,1
330.0,1195.0,124.0,AS,SEA,SJC,3
1751.0,540.0,75.0,WN,STL,CMH,1
27.0,711.0,109.0,FL,MDW,ATL,4
1128.0,955.0,145.0,WN,PHL,BNA,1
5142.0,345.0,119.0,EV,AEX,ATL,4
586.0,700.0,142.0,AS,PDX,SNA,5
6229.0,1131.0,203.0,OO,SFO,AUS,4
1357.0,575.0,180.0,WN,LAS,LIT,4
1458.0,1120.0,50.0,WN,SAT,HOU,3
3898.0,415.0,53.0,9E,DLH,MSP,6
2514.0,385.0,103.0,DL,STL,DTW,1
95.0,1100.0,387.0,UA,EWR,SFO,7
428.0,420.0,265.0,CO,EWR,DEN,5
2677.0,1280.0,130.0,XE,IAH,ABQ,4
262.0,1412.0,291.0,UA,SEA,IAD,7
1259.0,630.0,99.0,B6,BOS,IAD,2
469.0,1170.0,93.0,US,LAS,SFO,5
6315.0,449.0,74.0,OO,SFO,BFL,3
312.0,735.0,128.0,AS,SEA,SFO,3
1576.0,505.0,113.0,US,PBI,CLT,5
885.0,625.0,105.0,WN,LAX,ABQ,3
3859.0,681.0,145.0,9E,ATL,OKC,1
724.0,705.0,193.0,F9,DEN,DCA,2
6492.0,1169.0,81.0,OO,DEN,COD,1
4996.0,688.0,99.0,EV,ATL,LIT,4
501.0,415.0,130.0,AA,BHM,DFW,3
2270.0,685.0,158.0,XE,IAH,MSP,4
2703.0,564.0,61.0,YV,CLT,CHS,6
1098.0,735.0,100.0,DL,ATL,PIT,2
1564.0,665.0,139.0,DL,MSP,DCA,4
1396.0,1070.0,160.0,AA,DFW,ORF,7
348.0,1036.0,164.0,B6,SRQ,JFK,2
2365.0,525.0,350.0,DL,LAX,HNL,1
1024.0,365.0,169.0,DL,BDL,ATL,5
208.0,971.0,111.0,US,OAK,PHX,3
6571.0,1150.0,61.0,OO,PDX,MFR,4
1198.0,720.0,135.0,US,PBI,DCA,4
2762.0,960.0,75.0,DL,PNS,ATL,7
5206.0,811.0,58.0,EV,CHA,ATL,5
1155.0,991.0,150.0,FL,RSW,IND,1
3964.0,365.0,90.0,9E,ALB,JFK,5
100.0,800.0,70.0,WN,SJC,LAX,3
1015.0,835.0,35.0,YV,HNL,OGG,5
1514.0,920.0,170.0,AA,ONT,DFW,3
6956.0,1130.0,51.0,OO,DEN,HDN,5
1252.0,530.0,85.0,B6,IAD,BOS,4
1978.0,1205.0,110.0,US,CLT,EWR,6
596.0,1000.0,70.0,WN,BWI,PVD,2
1489.0,1140.0,147.0,US,BOS,CLT,4
1097.0,1010.0,155.0,WN,MCO,STL,3
5903.0,1205.0,113.0,XE,ORD,FAR,7
1619.0,950.0,300.0,DL,DTW,LAX,2
173.0,1270.0,113.0,F9,DEN,TUS,4
2231.0,1200.0,203.0,DL,DTW,AUS,1
1775.0,1170.0,214.0,DL,MEM,PHX,6
2799.0,875.0,201.0,DL,MSP,PHX,3
4325.0,655.0,79.0,9E,ATL,PNS,4
4117.0,390.0,145.0,9E,ROC,ATL,6
7130.0,1051.0,86.0,EV,CVG,ORD,1
2580.0,485.0,130.0,WN,SJC,SEA,6
62.0,868.0,319.0,UA,LIH,SFO,7
1304.0,1150.0,120.0,AA,DFW,ATL,5
6522.0,365.0,178.0,OH,PHL,MEM,4
2438.0,680.0,106.0,DL,ATL,DCA,2
2887.0,1130.0,333.0,DL,TPA,LAX,7
1073.0,690.0,80.0,AA,ICT,DFW,5
30.0,960.0,75.0,WN,ELP,PHX,1
82.0,857.0,116.0,FL,FLL,ATL,7
395.0,1077.0,270.0,UA,ORD,SAN,4
6423.0,325.0,85.0,OH,DAY,DTW,1
2997.0,360.0,158.0,XE,MSP,EWR,2
2708.0,960.0,165.0,MQ,CVG,DFW,4
56.0,360.0,119.0,US,ORD,PHL,4
1728.0,1010.0,290.0,DL,LAS,JFK,2
4719.0,515.0,123.0,OO,SLC,LGB,4
1638.0,1210.0,190.0,AA,DFW,BDL,1
3700.0,360.0,89.0,9E,BDL,DCA,2
979.0,420.0,75.0,WN,MSY,HOU,3
1520.0,725.0,300.0,AA,LAX,MIA,3
185.0,1260.0,380.0,AA,JFK,LAX,3
473.0,1265.0,146.0,AS,LAX,PDX,4
4404.0,725.0,105.0,MQ,JFK,RDU,6
704.0,685.0,243.0,B6,SJU,JFK,6
6722.0,610.0,158.0,OO,DEN,TYS,7
5324.0,740.0,57.0,EV,ATL,CAE,1
7248.0,536.0,119.0,YV,ORD,BTV,6
729.0,1050.0,153.0,UA,IAD,TPA,2
6659.0,1141.0,131.0,OO,SGF,DEN,7
2574.0,670.0,178.0,DL,FLL,LGA,6
812.0,510.0,95.0,FL,BOS,BWI,1
1499.0,715.0,175.0,AA,TPA,DFW,7
6882.0,956.0,126.0,OO,DEN,AUS,5
5098.0,971.0,81.0,EV,ATL,ILM,5
4390.0,375.0,106.0,9E,CID,DTW,5
2006.0,785.0,75.0,WN,PIT,PHL,5
3991.0,750.0,73.0,9E,DTW,MDW,6
170.0,540.0,255.0,CO,IAH,SFO,3
1590.0,445.0,143.0,CO,IAH,MIA,2
324.0,620.0,90.0,WN,DEN,MCI,2
661.0,830.0,265.0,AS,DFW,SEA,1
4245.0,485.0,145.0,MQ,ORD,JAX,7
6768.0,1162.0,88.0,OO,DEN,JAC,7
786.0,1181.0,82.0,FL,LGA,PHF,6
6961.0,612.0,80.0,OO,DEN,LNK,4
531.0,621.0,275.0,UA,ORD,LAX,2
66.0,1335.0,292.0,US,LAS,BOS,4
257.0,1235.0,320.0,US,PHL,PHX,5
598.0,764.0,97.0,UA,DEN,MCI,3
7273.0,1146.0,119.0,YV,ROC,ORD,3
1461.0,875.0,144.0,CO,CLE,MCO,1
6443.0,496.0,130.0,OO,ORD,OKC,2
1170.0,900.0,85.0,WN,MDW,MSP,4
173.0,1270.0,113.0,F9,DEN,TUS,4
3366.0,365.0,185.0,MQ,CAE,DFW,5
1001.0,1110.0,105.0,WN,MSY,FLL,5
5480.0,1237.0,84.0,EV,ATL,LYH,5
1632.0,1092.0,227.0,DL,MSY,SLC,7
1509.0,535.0,85.0,WN,SFO,SNA,4
3308.0,605.0,165.0,MQ,CVG,DFW,6
6723.0,455.0,238.0,OO,AUS,SFO,4
1694.0,840.0,100.0,AA,DFW,BNA,3
984.0,675.0,120.0,WN,PHX,OKC,5
1996.0,830.0,139.0,US,PHL,ORD,3
6540.0,1151.0,91.0,OO,OMA,ORD,5
2448.0,420.0,84.0,XE,LIT,IAH,7
3150.0,625.0,67.0,XE,BTR,IAH,6
6605.0,1215.0,70.0,OO,LAX,LAS,1
61.0,470.0,154.0,AS,SEA,JNU,1
190.0,1145.0,143.0,CO,IAH,MIA,2
4675.0,723.0,87.0,OO,LWS,SLC,3
31.0,1020.0,392.0,DL,JFK,LAX,3
7000.0,1015.0,95.0,OO,SGF,ORD,5
212.0,615.0,247.0,CO,IAH,SJU,5
2177.0,960.0,145.0,XE,TPA,IAH,2
964.0,1015.0,170.0,WN,BUF,MCO,7
2196.0,915.0,166.0,DL,MSP,LGA,3
3838.0,609.0,85.0,9E,BUF,DTW,5
4136.0,1020.0,145.0,MQ,JFK,IND,2
280.0,505.0,160.0,US,SAT,PHX,2
4988.0,700.0,67.0,EV,XNA,MEM,2
716.0,420.0,155.0,AA,ORD,MCO,4
1159.0,1090.0,115.0,AA,DFW,COS,6
905.0,653.0,111.0,FL,PHF,ATL,1
1792.0,680.0,108.0,US,CLT,MEM,5
2005.0,1105.0,85.0,WN,BNA,JAX,4
531.0,1035.0,162.0,AS,ONT,SEA,3
225.0,505.0,154.0,F9,DEN,SMF,2
235.0,1150.0,110.0,WN,TUL,DEN,5
845.0,1129.0,86.0,FL,ATL,MCO,5
547.0,900.0,156.0,US,DFW,PHX,7
6982.0,620.0,53.0,OO,EGE,DEN,1
5298.0,420.0,84.0,EV,ECP,ATL,2
4305.0,1170.0,60.0,MQ,ORD,IND,1
4022.0,1132.0,79.0,9E,MEM,TYS,6
2787.0,425.0,77.0,DL,FAR,MSP,5
1208.0,875.0,85.0,WN,BNA,JAX,6
693.0,1200.0,121.0,DL,SLC,SFO,5
4451.0,677.0,74.0,OO,SLC,CPR,5
3351.0,870.0,70.0,MQ,DFW,LBB,2
1821.0,880.0,218.0,CO,IAH,SNA,7
281.0,360.0,185.0,FL,BOS,ATL,3
598.0,985.0,260.0,WN,LAS,BUF,5
95.0,700.0,229.0,AS,SEA,ANC,4
1876.0,1120.0,175.0,AA,MIA,LGA,1
1499.0,740.0,95.0,WN,TUL,HOU,1
1446.0,500.0,210.0,DL,PHX,ATL,1
6556.0,1014.0,126.0,OH,MSY,CVG,7
4113.0,720.0,68.0,9E,DTW,TVC,4
4164.0,1055.0,90.0,MQ,CMH,ORD,5
1094.0,635.0,205.0,WN,FLL,MCI,4
576.0,619.0,97.0,UA,DEN,OKC,4
2417.0,640.0,205.0,AA,DFW,LAX,6
3674.0,1020.0,75.0,WN,SEA,BOI,2
6950.0,935.0,85.0,OO,DEN,FSD,7
1661.0,567.0,121.0,DL,ATL,PBI,5
1030.0,865.0,305.0,WN,RDU,PHX,2
760.0,845.0,110.0,WN,LAX,ELP,4
269.0,1011.0,135.0,UA,RIC,ORD,4
2373.0,600.0,122.0,DL,ATL,MIA,5
970.0,795.0,73.0,US,PHL,BOS,3
3027.0,1200.0,65.0,MQ,LAX,MRY,1
6625.0,614.0,96.0,OO,BZN,DEN,7
1229.0,950.0,120.0,WN,BWI,BNA,3
618.0,899.0,111.0,UA,ORD,DCA,7
843.0,790.0,135.0,WN,HOU,ABQ,2
1433.0,750.0,80.0,B6,SFO,LGB,1
7370.0,875.0,77.0,EV,MEM,MOB,5
4592.0,1025.0,85.0,OO,GTF,SLC,1
128.0,420.0,270.0,WN,MDW,LAX,7
2003.0,660.0,115.0,XE,IAH,STL,5
558.0,975.0,169.0,CO,IAH,DCA,1
5940.0,1016.0,104.0,XE,ORD,ABE,3
2628.0,1015.0,110.0,DL,ORD,MEM,4
157.0,1179.0,376.0,UA,IAD,SFO,6
1271.0,1259.0,137.0,FL,MCO,DAY,4
6682.0,820.0,130.0,OH,CVG,OMA,5
432.0,645.0,207.0,CO,IAH,LGA,2
4665.0,1300.0,62.0,OO,SLC,IDA,3
529.0,1110.0,215.0,CO,DEN,EWR,3
4156.0,715.0,118.0,9E,JAX,MEM,2
4482.0,670.0,60.0,MQ,RDU,DCA,6
4473.0,1053.0,99.0,OO,ABQ,SLC,5
4156.0,715.0,118.0,9E,JAX,MEM,3
2141.0,1140.0,81.0,US,BOS,LGA,3
301.0,435.0,94.0,DL,CLT,ATL,7
673.0,665.0,367.0,B6,JFK,LAX,1
6648.0,710.0,83.0,OH,CRW,DTW,3
5001.0,1027.0,99.0,EV,IND,ATL,5
2549.0,985.0,70.0,WN,LAS,PHX,2
5307.0,937.0,122.0,EV,HOU,ATL,4
3625.0,1235.0,105.0,MQ,MIA,PNS,3
6631.0,840.0,84.0,OH,BOS,JFK,3
7781.0,330.0,70.0,OO,EKO,SLC,2
